"string","D","length"
"010100100000101",3.47964067888099e-12,15
"0101001000001100",3.47964067888099e-12,16
"01010010000011",3.47964067888099e-12,14
"010100100001000100",3.47964067888099e-12,18
"0101001000010101",3.47964067888099e-12,16
"010100100001011010010010010",3.47964067888099e-12,27
"010100100001100",3.47964067888099e-12,15
"01010010000110",3.47964067888099e-12,14
"010100100010001000",3.47964067888099e-12,18
"01010010001000100",3.47964067888099e-12,17
"0101001000100010",3.47964067888099e-12,16
"010100100010010",3.47964067888099e-12,15
"0101001000110001100",3.47964067888099e-12,19
"010100100011100",3.47964067888099e-12,15
"010100100011110",3.47964067888099e-12,15
"01010010001111111",3.47964067888099e-12,17
"01010010010001000100001",3.47964067888099e-12,23
"01010010010001000100",3.47964067888099e-12,20
"010100100100010100",3.47964067888099e-12,18
"01010010010010000100",3.47964067888099e-12,20
"0101001001001000100",3.47964067888099e-12,19
"0101001001001000111011111011",3.47964067888099e-12,28
"0101001001001001001",3.47964067888099e-12,19
"0101001001001001111011111011",3.47964067888099e-12,28
"010100100100101001",3.47964067888099e-12,18
"010100100100101111101011010",3.47964067888099e-12,27
"010100100100101111111011010",3.47964067888099e-12,27
"01010010010011110",3.47964067888099e-12,17
"010100100101000100",3.47964067888099e-12,18
"01010010010100100011111011",3.47964067888099e-12,26
"01010010010100100111111011",3.47964067888099e-12,26
"010100100101010",3.47964067888099e-12,15
"010100100101011010010010010",3.47964067888099e-12,27
"0101001001100011",3.47964067888099e-12,16
"0101001001101101",3.47964067888099e-12,16
"01010010011011",3.47964067888099e-12,14
"0101001001110010",3.47964067888099e-12,16
"01010010011111111",3.47964067888099e-12,17
"0101001010000000001001",3.47964067888099e-12,22
"010100101000000001",3.47964067888099e-12,18
"0101001010000000100100100100",3.47964067888099e-12,28
"0101001010000001001",3.47964067888099e-12,19
"010100101000001001",3.47964067888099e-12,18
"0101001010000010",3.47964067888099e-12,16
"01010010100010000",3.47964067888099e-12,17
"0101001010001001",3.47964067888099e-12,16
"010100101001000001000001000000001000",3.47964067888099e-12,36
"01010010100100100100100",3.47964067888099e-12,23
"01010010100100100100101011011011011010",3.47964067888099e-12,38
"01010010100100100100111011011011011010",3.47964067888099e-12,38
"01010010100100110",3.47964067888099e-12,17
"0101001010010100",3.47964067888099e-12,16
"010100101001010110",3.47964067888099e-12,18
"010100101001010111",3.47964067888099e-12,18
"010100101001010",3.47964067888099e-12,15
"010100101001011",3.47964067888099e-12,15
"01010010100110011",3.47964067888099e-12,17
"0101001010011010",3.47964067888099e-12,16
"0101001010100000001001",3.47964067888099e-12,22
"0101001010100001",3.47964067888099e-12,16
"010100101010001001",3.47964067888099e-12,18
"010100101010001010101010",3.47964067888099e-12,24
"01010010101001011",3.47964067888099e-12,17
"010100101010100000001100",3.47964067888099e-12,24
"010100101010100001001100",3.47964067888099e-12,24
"01010010101010000",3.47964067888099e-12,17
"010100101010100010001",3.47964067888099e-12,21
"010100101010100010101",3.47964067888099e-12,21
"0101001010101001110",3.47964067888099e-12,19
"0101001010101010010010001",3.47964067888099e-12,25
"0101001010101010011",3.47964067888099e-12,19
"0101001010101010101010100",3.47964067888099e-12,25
"010100101010101010101010101010",3.47964067888099e-12,30
"0101001010101010101010101",3.47964067888099e-12,25
"010100101010101010",3.47964067888099e-12,18
"0101001010101010111",3.47964067888099e-12,19
"0101001010101011110",3.47964067888099e-12,19
"01010010101011011011011010",3.47964067888099e-12,26
"01010010101011101010",3.47964067888099e-12,20
"01010010101011101011",3.47964067888099e-12,20
"0101001010101110",3.47964067888099e-12,16
"010100101010111101110",3.47964067888099e-12,21
"0101001010110000",3.47964067888099e-12,16
"010100101011001110010",3.47964067888099e-12,21
"010100101011010100",3.47964067888099e-12,18
"01010010101101010101010101010101101010",3.47964067888099e-12,38
"01010010101101010101010111010101101010",3.47964067888099e-12,38
"010100101011010101",3.47964067888099e-12,18
"010100101011010110",3.47964067888099e-12,18
"010100101011010111",3.47964067888099e-12,18
"01010010101101101100",3.47964067888099e-12,20
"0101001010110110",3.47964067888099e-12,16
"010100101011100",3.47964067888099e-12,15
"01010010101110",3.47964067888099e-12,14
"0101001010111100",3.47964067888099e-12,16
"010100101011111101110",3.47964067888099e-12,21
"01010010110000000",3.47964067888099e-12,17
"01010010110000",3.47964067888099e-12,14
"010100101100010",3.47964067888099e-12,15
"010100101100100010",3.47964067888099e-12,18
"010100101100111",3.47964067888099e-12,15
"01010010110011",3.47964067888099e-12,14
"010100101101010101",3.47964067888099e-12,18
"01010010110110000110",3.47964067888099e-12,20
"01010010110110011",3.47964067888099e-12,17
"010100101101111",3.47964067888099e-12,15
"010100101110001010101010",3.47964067888099e-12,24
"0101001011100111001",3.47964067888099e-12,19
"01010010111001",3.47964067888099e-12,14
"010100101110101010100",3.47964067888099e-12,21
"01010010111011011011011010",3.47964067888099e-12,26
"0101001011101110",3.47964067888099e-12,16
"0101001011110010",3.47964067888099e-12,16
"010100101111010101",3.47964067888099e-12,18
"0101001011111011",3.47964067888099e-12,16
"01010010111110",3.47964067888099e-12,14
"0101001100000000",3.47964067888099e-12,16
"010100110000000",3.47964067888099e-12,15
"0101001100000011000",3.47964067888099e-12,19
"01010011000010",3.47964067888099e-12,14
"010100110000110",3.47964067888099e-12,15
"010100110010001",3.47964067888099e-12,15
"0101001100100110",3.47964067888099e-12,16
"0101001100101011101010",3.47964067888099e-12,22
"01010011001011",3.47964067888099e-12,14
"0101001100110001100",3.47964067888099e-12,19
"0101001100110001110",3.47964067888099e-12,19
"0101001100110001",3.47964067888099e-12,16
"010100110011000",3.47964067888099e-12,15
"0101001100111100110",3.47964067888099e-12,19
"0101001100111101",3.47964067888099e-12,16
"010100110011110",3.47964067888099e-12,15
"010100110100101",3.47964067888099e-12,15
"0101001101010000",3.47964067888099e-12,16
"01010011010100010",3.47964067888099e-12,17
"0101001101010001",3.47964067888099e-12,16
"01010011010101000",3.47964067888099e-12,17
"01010011010101010100",3.47964067888099e-12,20
"0101001101010111",3.47964067888099e-12,16
"010100110101101010",3.47964067888099e-12,18
"01010011010111011110",3.47964067888099e-12,20
"01010011010111110",3.47964067888099e-12,17
"01010011010111111010",3.47964067888099e-12,20
"010100110101111110",3.47964067888099e-12,18
"0101001101011111110",3.47964067888099e-12,19
"01010011011001",3.47964067888099e-12,14
"010100110110100",3.47964067888099e-12,15
"0101001101101011101010",3.47964067888099e-12,22
"0101001101101101",3.47964067888099e-12,16
"0101001101110111",3.47964067888099e-12,16
"010100110111101",3.47964067888099e-12,15
"0101001110000000100100100100",3.47964067888099e-12,28
"0101001110000111100000",3.47964067888099e-12,22
"0101001110000111",3.47964067888099e-12,16
"01010011100100000",3.47964067888099e-12,17
"010100111001100",3.47964067888099e-12,15
"010100111010110",3.47964067888099e-12,15
"010100111011001",3.47964067888099e-12,15
"01010011101101101101",3.47964067888099e-12,20
"0101001110110110110",3.47964067888099e-12,19
"0101001110111011",3.47964067888099e-12,16
"010100111011111101101111",3.47964067888099e-12,24
"01010011110000000",3.47964067888099e-12,17
"01010011110001",3.47964067888099e-12,14
"01010011110011100",3.47964067888099e-12,17
"0101001111010110",3.47964067888099e-12,16
"01010011110110000110",3.47964067888099e-12,20
"0101001111011110110",3.47964067888099e-12,19
"010100111110001",3.47964067888099e-12,15
"0101001111100110100",3.47964067888099e-12,19
"0101001111101010111",3.47964067888099e-12,19
"010100111110111110",3.47964067888099e-12,18
"0101001111110000",3.47964067888099e-12,16
"01010011111110111",3.47964067888099e-12,17
"010100111111101",3.47964067888099e-12,15
"01010011111111001",3.47964067888099e-12,17
"01010100000000000000",3.47964067888099e-12,20
"0101010000000001",3.47964067888099e-12,16
"010101000000001",3.47964067888099e-12,15
"01010100000001010",3.47964067888099e-12,17
"010101000000100001",3.47964067888099e-12,18
"01010100000010010",3.47964067888099e-12,17
"01010100000100000",3.47964067888099e-12,17
"010101000001010000",3.47964067888099e-12,18
"01010100000101000",3.47964067888099e-12,17
"010101000001010101010000",3.47964067888099e-12,24
"010101000010000000010",3.47964067888099e-12,21
"010101000010000100",3.47964067888099e-12,18
"0101010000100010",3.47964067888099e-12,16
"010101000010001",3.47964067888099e-12,15
"0101010000100100",3.47964067888099e-12,16
"01010100001010000",3.47964067888099e-12,17
"010101000010100",3.47964067888099e-12,15
"0101010000101011",3.47964067888099e-12,16
"0101010000101100",3.47964067888099e-12,16
"010101000010110101",3.47964067888099e-12,18
"010101000010110",3.47964067888099e-12,15
"0101010000110110",3.47964067888099e-12,16
"010101000011100111001",3.47964067888099e-12,21
"01010100001110101",3.47964067888099e-12,17
"01010100010001000100010",3.47964067888099e-12,23
"010101000100010001",3.47964067888099e-12,18
"010101000100011",3.47964067888099e-12,15
"0101010001001000000010",3.47964067888099e-12,22
"01010100010010001",3.47964067888099e-12,17
"01010100010010011",3.47964067888099e-12,17
"0101010001010001",3.47964067888099e-12,16
"0101010001010010",3.47964067888099e-12,16
"0101010001010101010",3.47964067888099e-12,19
"010101000101010101",3.47964067888099e-12,18
"0101010001011000000010",3.47964067888099e-12,22
"0101010001011011",3.47964067888099e-12,16
"010101000101111",3.47964067888099e-12,15
"01010100011000",3.47964067888099e-12,14
"0101010001101011",3.47964067888099e-12,16
"010101000111001",3.47964067888099e-12,15
"01010100011100",3.47964067888099e-12,14
"01010100011101000",3.47964067888099e-12,17
"010101000111010",3.47964067888099e-12,15
"010101000111011",3.47964067888099e-12,15
"0101010001111010",3.47964067888099e-12,16
"01010100011110",3.47964067888099e-12,14
"010101000111110",3.47964067888099e-12,15
"01010100011111101010111111111",3.47964067888099e-12,29
"0101010001111111",3.47964067888099e-12,16
"0101010010000010",3.47964067888099e-12,16
"0101010010000100001",3.47964067888099e-12,19
"0101010010000100",3.47964067888099e-12,16
"0101010010001000100",3.47964067888099e-12,19
"0101010010001010",3.47964067888099e-12,16
"010101001000110011001",3.47964067888099e-12,21
"0101010010001110",3.47964067888099e-12,16
"0101010010010000",3.47964067888099e-12,16
"010101001001001001001",3.47964067888099e-12,21
"0101010010010010011",3.47964067888099e-12,19
"0101010010010011010010",3.47964067888099e-12,22
"0101010010010011",3.47964067888099e-12,16
"010101001001010",3.47964067888099e-12,15
"01010100100101100",3.47964067888099e-12,17
"01010100100101101000000",3.47964067888099e-12,23
"01010100100101101010000",3.47964067888099e-12,23
"0101010010010110101010110010110",3.47964067888099e-12,31
"0101010010010110111010110010110",3.47964067888099e-12,31
"0101010010010111010010",3.47964067888099e-12,22
"0101010010011010010",3.47964067888099e-12,19
"0101010010100000",3.47964067888099e-12,16
"010101001010000",3.47964067888099e-12,15
"0101010010100010011101010011101010",3.47964067888099e-12,34
"0101010010100010",3.47964067888099e-12,16
"0101010010100100",3.47964067888099e-12,16
"01010100101010000",3.47964067888099e-12,17
"0101010010101001001100110011",3.47964067888099e-12,28
"0101010010101001010011011001100110111",3.47964067888099e-12,37
"0101010010101001110011011001100110111",3.47964067888099e-12,37
"0101010010101010001",3.47964067888099e-12,19
"0101010010101010011101010011101010",3.47964067888099e-12,34
"010101001010101010100",3.47964067888099e-12,21
"01010100101010101010101010101010",3.47964067888099e-12,32
"01010100101010101",3.47964067888099e-12,17
"0101010010101011001100110011",3.47964067888099e-12,28
"010101001010101101",3.47964067888099e-12,18
"010101001010101110101010",3.47964067888099e-12,24
"010101001010101110101011",3.47964067888099e-12,24
"0101010010101011",3.47964067888099e-12,16
"0101010010101100",3.47964067888099e-12,16
"010101001010110101",3.47964067888099e-12,18
"010101001010111010100",3.47964067888099e-12,21
"01010100101011101010",3.47964067888099e-12,20
"0101010010110010",3.47964067888099e-12,16
"01010100101100111010",3.47964067888099e-12,20
"010101001011001",3.47964067888099e-12,15
"01010100101101101",3.47964067888099e-12,17
"01010100101110000",3.47964067888099e-12,17
"010101001011100111001",3.47964067888099e-12,21
"0101010010111010010",3.47964067888099e-12,19
"010101001011101101",3.47964067888099e-12,18
"0101010010111011",3.47964067888099e-12,16
"01010100101111011",3.47964067888099e-12,17
"01010100110010001101",3.47964067888099e-12,20
"0101010011001001",3.47964067888099e-12,16
"010101001100101",3.47964067888099e-12,15
"010101001100110011001",3.47964067888099e-12,21
"01010100110100000",3.47964067888099e-12,17
"010101001101001",3.47964067888099e-12,15
"0101010011010101010",3.47964067888099e-12,19
"0101010011010101",3.47964067888099e-12,16
"01010100110101101",3.47964067888099e-12,17
"01010100110110001101",3.47964067888099e-12,20
"0101010011011011",3.47964067888099e-12,16
"01010100110111010",3.47964067888099e-12,17
"010101001101111111",3.47964067888099e-12,18
"01010100111001110",3.47964067888099e-12,17
"0101010011101110110",3.47964067888099e-12,19
"0101010011101111101",3.47964067888099e-12,19
"0101010011101111",3.47964067888099e-12,16
"0101010011110011",3.47964067888099e-12,16
"01010100111101000",3.47964067888099e-12,17
"0101010011110110",3.47964067888099e-12,16
"0101010011111010",3.47964067888099e-12,16
"01010101000000000000",3.47964067888099e-12,20
"0101010100000000111110",3.47964067888099e-12,22
"0101010100000001000",3.47964067888099e-12,19
"010101010000000100",3.47964067888099e-12,18
"0101010100000001111110",3.47964067888099e-12,22
"01010101000000101000",3.47964067888099e-12,20
"01010101000000101001",3.47964067888099e-12,20
"0101010100000101",3.47964067888099e-12,16
"010101010000011001100",3.47964067888099e-12,21
"01010101000001100",3.47964067888099e-12,17
"0101010100000111000",3.47964067888099e-12,19
"010101010000011111",3.47964067888099e-12,18
"0101010100001000100100100100",3.47964067888099e-12,28
"01010101000010001001",3.47964067888099e-12,20
"0101010100001001",3.47964067888099e-12,16
"010101010000101010010",3.47964067888099e-12,21
"010101010000101010011",3.47964067888099e-12,21
"0101010100001010",3.47964067888099e-12,16
"010101010000110000",3.47964067888099e-12,18
"0101010100001101011",3.47964067888099e-12,19
"01010101000011111011111",3.47964067888099e-12,23
"0101010100010001000100010",3.47964067888099e-12,25
"010101010001001011011010110010010",3.47964067888099e-12,33
"010101010001001011111010110010010",3.47964067888099e-12,33
"010101010001001101",3.47964067888099e-12,18
"01010101000101001",3.47964067888099e-12,17
"010101010001010100000000",3.47964067888099e-12,24
"0101010100010101010",3.47964067888099e-12,19
"0101010100010110",3.47964067888099e-12,16
"0101010100011001100",3.47964067888099e-12,19
"01010101000111000000",3.47964067888099e-12,20
"01010101000111100",3.47964067888099e-12,17
"01010101001000010",3.47964067888099e-12,17
"01010101001001000",3.47964067888099e-12,17
"01010101001001001001001001",3.47964067888099e-12,26
"010101010010011001100",3.47964067888099e-12,21
"0101010100100110011",3.47964067888099e-12,19
"0101010100100111000",3.47964067888099e-12,19
"01010101001001110",3.47964067888099e-12,17
"010101010010011111",3.47964067888099e-12,18
"0101010100100111",3.47964067888099e-12,16
"01010101001010010011",3.47964067888099e-12,20
"010101010010101010110",3.47964067888099e-12,21
"010101010010101111",3.47964067888099e-12,18
"0101010100101101011",3.47964067888099e-12,19
"010101010010110101",3.47964067888099e-12,18
"01010101001011011001",3.47964067888099e-12,20
"01010101001011011011111",3.47964067888099e-12,23
"01010101001011100",3.47964067888099e-12,17
"0101010100101110101",3.47964067888099e-12,19
"01010101001011110",3.47964067888099e-12,17
"01010101001011111011111",3.47964067888099e-12,23
"010101010010111111",3.47964067888099e-12,18
"01010101001011111",3.47964067888099e-12,17
"010101010011001101",3.47964067888099e-12,18
"010101010011010010",3.47964067888099e-12,18
"01010101001101001101110100",3.47964067888099e-12,26
"010101010011010011",3.47964067888099e-12,18
"0101010100110100",3.47964067888099e-12,16
"01010101001101010",3.47964067888099e-12,17
"010101010011011010",3.47964067888099e-12,18
"0101010100111010",3.47964067888099e-12,16
"010101010011101111",3.47964067888099e-12,18
"01010101001111011001",3.47964067888099e-12,20
"01010101001111011011111",3.47964067888099e-12,23
"010101010011111111",3.47964067888099e-12,18
"01010101010001000100010001000100010001000100",3.47964067888099e-12,44
"01010101010001000100",3.47964067888099e-12,20
"01010101010001000110",3.47964067888099e-12,20
"010101010100010100",3.47964067888099e-12,18
"010101010100010101001010",3.47964067888099e-12,24
"0101010101000101010",3.47964067888099e-12,19
"010101010100011010",3.47964067888099e-12,18
"010101010100011101001010",3.47964067888099e-12,24
"010101010100100010010",3.47964067888099e-12,21
"01010101010010010000",3.47964067888099e-12,20
"0101010101001001101",3.47964067888099e-12,19
"010101010100100111111",3.47964067888099e-12,21
"01010101010010011",3.47964067888099e-12,17
"0101010101001010101011001100",3.47964067888099e-12,28
"0101010101001010111011001100",3.47964067888099e-12,28
"01010101010010101",3.47964067888099e-12,17
"0101010101001011000",3.47964067888099e-12,19
"0101010101001011010",3.47964067888099e-12,19
"010101010100110000",3.47964067888099e-12,18
"010101010100110010010",3.47964067888099e-12,21
"0101010101001101101",3.47964067888099e-12,19
"0101010101010001110110",3.47964067888099e-12,22
"0101010101010001110",3.47964067888099e-12,19
"010101010101000111101",3.47964067888099e-12,21
"010101010101000111111",3.47964067888099e-12,21
"01010101010100100010",3.47964067888099e-12,20
"0101010101010010010010010",3.47964067888099e-12,25
"0101010101010010010010011",3.47964067888099e-12,25
"010101010101001010",3.47964067888099e-12,18
"0101010101010011010",3.47964067888099e-12,19
"01010101010100111010",3.47964067888099e-12,20
"01010101010100111110",3.47964067888099e-12,20
"01010101010100111",3.47964067888099e-12,17
"0101010101010100000100",3.47964067888099e-12,22
"01010101010101000001",3.47964067888099e-12,20
"01010101010101000011",3.47964067888099e-12,20
"01010101010101001000",3.47964067888099e-12,20
"010101010101010010111",3.47964067888099e-12,21
"01010101010101001011",3.47964067888099e-12,20
"01010101010101001100",3.47964067888099e-12,20
"0101010101010100110100",3.47964067888099e-12,22
"01010101010101001111",3.47964067888099e-12,20
"01010101010101010000000000",3.47964067888099e-12,26
"01010101010101010000000001",3.47964067888099e-12,26
"010101010101010100000000",3.47964067888099e-12,24
"0101010101010101000010110",3.47964067888099e-12,25
"0101010101010101000010",3.47964067888099e-12,22
"0101010101010101000011110",3.47964067888099e-12,25
"0101010101010101000110",3.47964067888099e-12,22
"0101010101010101001100",3.47964067888099e-12,22
"01010101010101010011010",3.47964067888099e-12,23
"0101010101010101001101",3.47964067888099e-12,22
"01010101010101010011",3.47964067888099e-12,20
"010101010101010101000000",3.47964067888099e-12,24
"01010101010101010100100010101",3.47964067888099e-12,29
"01010101010101010100100",3.47964067888099e-12,23
"01010101010101010100101010101",3.47964067888099e-12,29
"01010101010101010100110",3.47964067888099e-12,23
"0101010101010101010011",3.47964067888099e-12,22
"0101010101010101010100000",3.47964067888099e-12,25
"010101010101010101010000",3.47964067888099e-12,24
"010101010101010101010010000",3.47964067888099e-12,27
"010101010101010101010010110",3.47964067888099e-12,27
"010101010101010101010011110",3.47964067888099e-12,27
"010101010101010101010011",3.47964067888099e-12,24
"01010101010101010101001",3.47964067888099e-12,23
"0101010101010101010101000001",3.47964067888099e-12,28
"010101010101010101010100000",3.47964067888099e-12,27
"0101010101010101010101001110",3.47964067888099e-12,28
"01010101010101010101010100101010",3.47964067888099e-12,32
"010101010101010101010101001010",3.47964067888099e-12,30
"0101010101010101010101010010",3.47964067888099e-12,28
"010101010101010101010101001110",3.47964067888099e-12,30
"0101010101010101010101010011",3.47964067888099e-12,28
"01010101010101010101010101010100000100",3.47964067888099e-12,38
"01010101010101010101010101010101010101001",3.47964067888099e-12,41
"01010101010101010101010101010110000100",3.47964067888099e-12,38
"010101010101010101010101010101",3.47964067888099e-12,30
"0101010101010101010101010101100",3.47964067888099e-12,31
"010101010101010101010101010",3.47964067888099e-12,27
"0101010101010101010101010111100",3.47964067888099e-12,31
"010101010101010101010101100000",3.47964067888099e-12,30
"010101010101010101010101100100",3.47964067888099e-12,30
"010101010101010101010101101000",3.47964067888099e-12,30
"010101010101010101010101101100",3.47964067888099e-12,30
"0101010101010101010101100001",3.47964067888099e-12,28
"010101010101010101010110000",3.47964067888099e-12,27
"0101010101010101010101101010",3.47964067888099e-12,28
"01010101010101010101011010110",3.47964067888099e-12,29
"010101010101010101010111101000",3.47964067888099e-12,30
"010101010101010101011010000",3.47964067888099e-12,27
"0101010101010101010110101",3.47964067888099e-12,25
"01010101010101010101101",3.47964067888099e-12,23
"010101010101010101011100",3.47964067888099e-12,24
"010101010101010101100000",3.47964067888099e-12,24
"01010101010101010111010",3.47964067888099e-12,23
"01010101010101010111",3.47964067888099e-12,20
"010101010101010110001",3.47964067888099e-12,21
"0101010101010101101000",3.47964067888099e-12,22
"010101010101010110101010101010",3.47964067888099e-12,30
"01010101010101011010",3.47964067888099e-12,20
"010101010101010111001",3.47964067888099e-12,21
"0101010101010101110100",3.47964067888099e-12,22
"0101010101010101110110",3.47964067888099e-12,22
"0101010101010101110111",3.47964067888099e-12,22
"010101010101010111101010101010",3.47964067888099e-12,30
"010101010101010111111101",3.47964067888099e-12,24
"010101010101010111111111",3.47964067888099e-12,24
"0101010101010101111",3.47964067888099e-12,19
"0101010101010110000100",3.47964067888099e-12,22
"01010101010101100001",3.47964067888099e-12,20
"010101010101011010100",3.47964067888099e-12,21
"010101010101011010101010101010",3.47964067888099e-12,30
"010101010101011010101010110010101100",3.47964067888099e-12,36
"0101010101010110101010",3.47964067888099e-12,22
"0101010101010110101011001010110010",3.47964067888099e-12,34
"01010101010101101010110010101100",3.47964067888099e-12,32
"01010101010101101010110101001010110010110",3.47964067888099e-12,41
"0101010101010110110",3.47964067888099e-12,19
"01010101010101110100",3.47964067888099e-12,20
"010101010101011101",3.47964067888099e-12,18
"0101010101010111101000",3.47964067888099e-12,22
"0101010101010111101001000",3.47964067888099e-12,25
"0101010101010111101101000",3.47964067888099e-12,25
"010101010101011111",3.47964067888099e-12,18
"0101010101011001011",3.47964067888099e-12,19
"01010101010110011001100110",3.47964067888099e-12,26
"0101010101011001101",3.47964067888099e-12,19
"010101010101100111111",3.47964067888099e-12,21
"01010101010110011",3.47964067888099e-12,17
"01010101010110100110100100100",3.47964067888099e-12,29
"0101010101011010101010010100",3.47964067888099e-12,28
"0101010101011010101010",3.47964067888099e-12,22
"01010101010110101010",3.47964067888099e-12,20
"0101010101011011101010010100",3.47964067888099e-12,28
"01010101010110111",3.47964067888099e-12,17
"01010101010111010100",3.47964067888099e-12,20
"0101010101011101101",3.47964067888099e-12,19
"01010101010111011101110",3.47964067888099e-12,23
"010101010101111010101010101010",3.47964067888099e-12,30
"01010101010111101010101010",3.47964067888099e-12,26
"0101010101011110101010",3.47964067888099e-12,22
"010101010101111010",3.47964067888099e-12,18
"010101010101111100110",3.47964067888099e-12,21
"010101010101111100",3.47964067888099e-12,18
"010101010101111101110",3.47964067888099e-12,21
"010101010101111101",3.47964067888099e-12,18
"01010101010111110",3.47964067888099e-12,17
"01010101011000101010010100",3.47964067888099e-12,26
"010101010110001100",3.47964067888099e-12,18
"01010101011001000100010001000100010001000100",3.47964067888099e-12,44
"01010101011001000100",3.47964067888099e-12,20
"0101010101100101010",3.47964067888099e-12,19
"010101010110010101",3.47964067888099e-12,18
"01010101011001011",3.47964067888099e-12,17
"01010101011001101010010100",3.47964067888099e-12,26
"01010101011010010000",3.47964067888099e-12,20
"010101010110100100",3.47964067888099e-12,18
"0101010101101001",3.47964067888099e-12,16
"01010101011010101010101010101",3.47964067888099e-12,29
"0101010101101010101010",3.47964067888099e-12,22
"010101010110101010110",3.47964067888099e-12,21
"0101010101101010110",3.47964067888099e-12,19
"01010101011010101",3.47964067888099e-12,17
"010101010110110011001",3.47964067888099e-12,21
"0101010101101101",3.47964067888099e-12,16
"010101010110111001100",3.47964067888099e-12,21
"0101010101101110101",3.47964067888099e-12,19
"01010101011011101110",3.47964067888099e-12,20
"01010101011011110",3.47964067888099e-12,17
"01010101011100000",3.47964067888099e-12,17
"01010101011100100",3.47964067888099e-12,17
"0101010101110011",3.47964067888099e-12,16
"01010101011101010010",3.47964067888099e-12,20
"01010101011101010101000",3.47964067888099e-12,23
"0101010101110101010",3.47964067888099e-12,19
"010101010111010101",3.47964067888099e-12,18
"0101010101110101111",3.47964067888099e-12,19
"0101010101110110",3.47964067888099e-12,16
"01010101011101110100",3.47964067888099e-12,20
"01010101011110000",3.47964067888099e-12,17
"01010101011110011001100110",3.47964067888099e-12,26
"01010101011110100110100100100",3.47964067888099e-12,29
"0101010101111011111",3.47964067888099e-12,19
"010101010111110011001",3.47964067888099e-12,21
"0101010101111100",3.47964067888099e-12,16
"010101010111111001100",3.47964067888099e-12,21
"01010101011111101010111111111",3.47964067888099e-12,29
"01010101011111101110",3.47964067888099e-12,20
"010101010111111111010",3.47964067888099e-12,21
"010101010111111111110",3.47964067888099e-12,21
"01010101100000000000",3.47964067888099e-12,20
"0101010110000100",3.47964067888099e-12,16
"01010101100010001001",3.47964067888099e-12,20
"0101010110001001",3.47964067888099e-12,16
"010101011000101010010100",3.47964067888099e-12,24
"01010101100100000",3.47964067888099e-12,17
"0101010110010001",3.47964067888099e-12,16
"0101010110010101011",3.47964067888099e-12,19
"01010101100101101000",3.47964067888099e-12,20
"01010101100101111000",3.47964067888099e-12,20
"010101011001011110",3.47964067888099e-12,18
"0101010110011001100",3.47964067888099e-12,19
"0101010110011001",3.47964067888099e-12,16
"010101011001101001101",3.47964067888099e-12,21
"010101011001101010010100",3.47964067888099e-12,24
"01010101100111111101",3.47964067888099e-12,20
"010101011001111",3.47964067888099e-12,15
"010101011010001",3.47964067888099e-12,15
"01010101101001000",3.47964067888099e-12,17
"0101010110100110011",3.47964067888099e-12,19
"01010101101001101",3.47964067888099e-12,17
"0101010110101000000",3.47964067888099e-12,19
"01010101101010000",3.47964067888099e-12,17
"010101011010101010010100",3.47964067888099e-12,24
"0101010110101010101010",3.47964067888099e-12,22
"01010101101010101010",3.47964067888099e-12,20
"0101010110101010110010110",3.47964067888099e-12,25
"010101011010101100110",3.47964067888099e-12,21
"0101010110101101011010",3.47964067888099e-12,22
"01010101101011111",3.47964067888099e-12,17
"010101011010111",3.47964067888099e-12,15
"0101010110110011001100110",3.47964067888099e-12,25
"01010101101100111010",3.47964067888099e-12,20
"010101011011001",3.47964067888099e-12,15
"010101011011010010",3.47964067888099e-12,18
"0101010110110101011",3.47964067888099e-12,19
"01010101101101101100",3.47964067888099e-12,20
"01010101101101101101",3.47964067888099e-12,20
"0101010110110111",3.47964067888099e-12,16
"0101010110111000000",3.47964067888099e-12,19
"010101011011101001101",3.47964067888099e-12,21
"010101011011101010010100",3.47964067888099e-12,24
"0101010110111010110010110",3.47964067888099e-12,25
"0101010110111100",3.47964067888099e-12,16
"01010101101111111101",3.47964067888099e-12,20
"010101011011111",3.47964067888099e-12,15
"01010101110000010",3.47964067888099e-12,17
"010101011100010",3.47964067888099e-12,15
"010101011100101000",3.47964067888099e-12,18
"01010101110010100",3.47964067888099e-12,17
"010101011101010100101010",3.47964067888099e-12,24
"01010101110101010101101",3.47964067888099e-12,23
"0101010111010101010",3.47964067888099e-12,19
"01010101110101010111",3.47964067888099e-12,20
"0101010111010101011",3.47964067888099e-12,19
"01010101110101011",3.47964067888099e-12,17
"01010101110101101",3.47964067888099e-12,17
"0101010111010111010",3.47964067888099e-12,19
"0101010111011101",3.47964067888099e-12,16
"0101010111011110",3.47964067888099e-12,16
"01010101110111110",3.47964067888099e-12,17
"010101011101111111",3.47964067888099e-12,18
"010101011110001100",3.47964067888099e-12,18
"01010101111001100",3.47964067888099e-12,17
"01010101111001110",3.47964067888099e-12,17
"0101010111100111",3.47964067888099e-12,16
"01010101111010010",3.47964067888099e-12,17
"010101011110101000",3.47964067888099e-12,18
"01010101111010100",3.47964067888099e-12,17
"0101010111101010101010",3.47964067888099e-12,22
"010101011110101100110",3.47964067888099e-12,21
"0101010111101011",3.47964067888099e-12,16
"0101010111101110110",3.47964067888099e-12,19
"0101010111101111101",3.47964067888099e-12,19
"010101011111000",3.47964067888099e-12,15
"0101010111110011001100110",3.47964067888099e-12,25
"0101010111110101011",3.47964067888099e-12,19
